date,label,longitude,latitude,rainfall
08-07-2011,1,77.3916005,31.07659893,11.1238975
08-07-2013,1,76.30370469,32.23220173,11.4916451
01-01-2008,0,79.96515157,29.96204092,0.67797488
14-08-2010,1,77.09580157,30.90120019,11.9314734
20-09-2010,1,77.11789641,31.94400111,11.9975461
01-01-2008,0,79.17265164,33.46345735,0.699056745
26-07-2015,1,77.17510222,31.10029906,13.1087098
25-02-2011,1,77.1783975,32.23379809,14.3767335
24-08-2012,1,76.26989579,32.10019896,15.5278426
01-01-2008,0,78.64683107,32.96545461,0.643219173
08-07-2011,1,77.92579634,31.24030145,15.6529564
19-09-2010,1,77.18890314,31.98430246,16.5878516
26-07-2015,1,76.92970451,31.70849815,16.7129133
01-01-2008,0,79.91888599,29.41624163,0.351339698
01-01-2008,0,78.28931759,33.45620015,0.436793357
15-08-2013,1,77.30519649,32.35730181,17.1937402
31-07-2015,1,76.33740212,32.22409954,18.6640304
26-07-2015,1,77.1135042,31.95629931,18.8767798
25-07-2011,1,77.18699464,32.18960394,19.4103941
12-07-2015,1,77.12090185,31.68169895,20.0081375
26-07-2015,1,76.12059617,32.56060114,20.3792825
24-08-2012,1,77.28469801,30.73949981,20.9850539
01-01-2008,0,79.50780639,33.87931064,0.580037713
26-07-2015,1,77.3525031,31.12630008,21.6593314
15-06-2013,1,78.09760105,31.51680139,22.4722326
08-07-2011,1,77.02239585,31.71456698,24.8508416
07-02-2016,1,77.09003149,30.89221511,25.5834144
17-07-2010,1,77.54350423,30.63579896,26.1589978
08-08-2015,1,76.75700353,31.80279921,27.2332504
08-07-2011,1,76.93160409,31.70829749,27.6084133
01-01-2008,0,79.73343567,31.49212796,0.6072191
24-08-2012,1,76.93119831,31.70899756,29.0710405
08-08-2014,1,76.33689824,32.22370268,30.5422284
01-01-2008,0,78.94804322,31.77039151,0.614237428
22-08-2010,1,77.06659892,30.40839818,31.456314
01-01-2008,0,77.26315407,33.46663615,0.559441686
01-01-2008,0,79.69700094,31.08657092,0.604243636
19-09-2010,1,77.97959986,31.56299768,38.9990434
17-06-2013,1,78.01930369,31.62229926,42.1093926
19-09-2010,1,76.95760511,30.87409778,42.7815616
01-01-2008,0,77.09755707,33.36141705,0.726853728
07-07-2013,1,76.9359963,31.70300007,43.0636592
01-01-2008,0,79.33151477,33.07258297,0.639959693
07-07-2013,1,76.94239957,31.70180058,43.0636592
07-07-2013,1,76.97299793,31.70169802,43.0636592
01-01-2008,0,76.98177555,33.73878529,0.557063878
01-01-2008,0,78.7798282,32.40327653,0.479718894
07-07-2013,1,76.92970451,31.70930078,43.0636592
