elevation,slope,rainfall_7day,soil_moisture,ndvi,label,event_date
915.0,32.16946697545673,50.60588455200195,14.31332778930664,0.4607566299384139,1,2015-03-10
1082.0,20.795271429099603,40.609336376190186,17.961620330810547,0.3028691359675888,1,2015-03-15
1061.0,43.56493254935311,52.77391052246094,19.32010269165039,0.3381207204096897,1,2015-03-21
1133.0,7.4597204177711465,160.19405937194824,25.27310562133789,0.24794172113034846,1,2015-04-03
2149.0,8.89961444972921,84.9181604385376,25.399999618530273,-0.03998821129604618,1,2015-04-03
707.0,43.16724249309902,114.4768295288086,24.972124099731445,0.6620826403991303,1,2015-07-11
927.0,39.721655062929166,94.1995677947998,21.316322326660156,0.7234153669166709,1,2015-07-11
3661.0,1.435968079814019,0.0,25.015188217163086,0.13965898479283229,1,2015-07-13
1821.0,41.119582082910334,201.41397094726562,24.89232063293457,0.5508389742292316,1,2015-07-13
1476.0,20.421241064639986,396.0351257324219,7.457362651824951,0.5700789851798238,1,2015-07-18
1120.0,7.681024637517818,260.63765239715576,24.798067092895508,0.3020073860583361,1,2015-07-19
2316.0,22.906699117836098,74.55232048034668,25.385467529296875,0.4839423797080689,1,2015-07-24
2327.0,24.263055224589262,64.58668041229248,25.283491134643555,0.5487856592660971,1,2015-07-24
2063.0,28.537175573640198,74.55232048034668,25.385467529296875,0.6441222957376874,1,2015-07-24
842.0,23.960997380634957,146.38967514038086,14.124045372009277,0.782114249925833,1,2015-07-26
762.0,8.055301650794492,120.80577850341797,25.39199447631836,0.3309206855320845,1,2015-07-26
694.0,35.610032649951044,70.0522985458374,25.17892074584961,0.5366676574188568,1,2015-07-26
1208.0,9.377048554990811,53.976219177246094,25.337587356567383,0.33982736234985556,1,2015-07-26
2146.0,31.99334741520745,68.92598819732666,25.372417449951172,0.43715409234773467,1,2015-07-26
2280.0,8.395167335812205,61.69079399108887,25.276086807250977,0.1756229581941403,1,2015-07-26
1152.0,26.496908683282697,47.488802909851074,25.399999618530273,0.5059409735530856,1,2015-07-27
1577.0,14.659690840739431,250.1852149963379,9.010883331298828,0.37551162278078465,1,2015-07-31
2734.0,53.37365126999599,169.83894729614258,25.39108657836914,0.20250809693381802,1,2015-08-01
720.0,13.363668678838406,154.59568405151367,25.399999618530273,0.800382582757838,1,2015-08-08
821.0,17.96859883502843,154.93422317504883,25.399999618530273,0.5947778138905716,1,2015-08-09
1133.0,20.61693077005955,294.7169532775879,19.72170066833496,0.5794470158197818,1,2015-08-11
575.0,12.086976392150069,151.5313720703125,25.399999618530273,0.7265131033488339,1,2015-08-11
959.0,8.88843804591133,367.061279296875,19.72170066833496,0.728707925058598,1,2015-08-12
1027.0,37.25357313898538,186.1609115600586,25.305091857910156,0.7762799263351748,1,2015-08-13
1815.0,41.05455860484447,99.83702087402344,25.3262996673584,0.8448263807591365,1,2015-08-15
1559.0,22.2090836093778,74.17381858825684,25.270017623901367,0.6238738594320083,1,2015-08-15
2002.0,38.859144596474835,19.742551803588867,25.117815017700195,0.695146095349211,1,2015-08-15
1721.0,32.065809880575415,44.21137809753418,22.64729118347168,0.7669724862742282,1,2015-08-18
1054.0,15.283482730300996,32.47249889373779,23.050798416137695,0.009144522914536879,1,2015-08-20
1794.0,22.652853145083004,37.43494415283203,24.952117919921875,0.6387463879823624,1,2015-08-22
1066.0,22.709089960746333,0.0,2.516328811645508,0.5865148238118704,1,2015-12-07
850.0,32.13594856055975,6.978231430053711,3.039541482925415,0.5863386569930288,1,2015-12-29
1184.0,27.534359705449997,62.11352300643921,25.211612701416016,0.4534650479540716,1,2016-03-17
650.0,4.670121723209454,0.0,3.3428025245666504,0.1730088832159573,1,2016-05-22
2091.0,30.113886548260346,0.0,3.9322731494903564,0.6278947779363198,1,2016-05-23
1720.0,56.755370210726916,40.11875915527344,1.8377728462219238,0.5394706906285207,1,2016-06-17
1573.0,27.630952424269758,117.59787464141846,24.09701919555664,0.07824905309073438,1,2016-07-02
1978.0,33.8254648227678,99.37484741210938,25.399999618530273,0.5544846437561441,1,2016-07-16
1475.0,22.01879514722644,63.47066307067871,25.228687286376953,0.46509124282194647,1,2016-07-16
1845.0,43.824701892299814,47.700435638427734,6.269111633300781,0.5280302205395806,1,2016-07-17
1157.0,41.7073526548715,210.9323501586914,25.23592185974121,0.6244224380902731,1,2016-07-18
1655.0,11.520541860098833,84.90237808227539,24.445833206176758,0.2611162233876226,1,2016-07-26
2535.0,19.14707227057351,88.93916320800781,25.05613899230957,0.3055989764164588,1,2016-07-31
1098.0,49.90301913264027,50.33961486816406,25.3371639251709,0.7858937749857225,1,2016-07-31
518.0,23.48331880452099,174.50649166107178,16.845317840576172,0.6078874718775908,1,2016-08-07
960.0,36.21335459374518,62.66342544555664,25.271886825561523,0.6515759087377077,1,2016-08-07
1882.0,27.58585728663843,72.24775505065918,25.31966781616211,0.5770715659436532,1,2016-08-07
767.0,2.8603610339183008,102.86942672729492,25.356801986694336,0.3515406275465333,1,2016-08-09
2222.0,7.7697798171204,18.43117904663086,8.91064167022705,8.026853473438338E-4,1,2016-08-15
5904.0,26.79558025976437,25.167760848999023,25.271347045898438,-0.0430951881481145,1,2016-08-21
2085.0,30.6865664038331,39.76130294799805,25.07004165649414,0.7410457260304192,1,2016-08-28
3042.0,22.11942361229892,31.021303176879883,23.36232566833496,0.31166368301704833,1,2016-08-29
1650.0,59.22781595139495,61.39721965789795,1.8936553001403809,0.5442308921833454,1,2016-08-29
1230.0,5.526734089356906,8.210463523864746,19.67116928100586,0.44278967153505366,1,2016-09-02
1704.0,40.45654497926499,34.38876295089722,14.50784969329834,0.2188656302224443,1,2016-10-03
3270.0,16.65668544359693,0.0,12.630802154541016,-1.4741524341646413,1,2016-11-10
2102.0,32.04562002496871,4.402517795562744,7.210455417633057,0.7018941346971614,1,2017-01-06
1187.0,33.186324461812454,45.330322265625,10.440559387207031,0.20499491343857829,1,2017-01-26
3040.0,34.6161276081588,1.6883013248443604,23.709827423095703,0.10383488232715503,1,2017-02-21
1079.0,41.56298861712746,3.024123430252075,23.599597930908203,0.23192628503162088,1,2017-02-25
